ID,Name,Price,"Quantity on Hand"
2495,"Spanish viridian Futon",$419.99,239
2496,"Spanish blue Dining Table",$800,237
2497,"Lava Sectional","$1,039.99",41
2498,"Dark purple Dining Table",$800,176
2499,"Alabaster Bench",$114.99,176
2500,"Fire opal Sleeper Sofa","$1,279.99",136
2501,"Purple mountain majesty Sectional","$1,039.99",88
2502,"Cool grey Dining Chair",$89.99,64
2503,"Mellow apricot Sofa",$1249.99,163
2504,"Dark chocolate Ottoman",$92.99,97
2505,"Green Sheen Bench",$114.99,76
2506,"Bright yellow Bench",$114.99,234
2507,"Tangerine Reclining Sofa","$1,119.99",38
2508,"Barn red Plant Stand",$42.99,209
2509,"Liseran purple Plant Stand",$42.99,171
2510,"Maximum blue Dining Table",$800,32
2511,"Teal blue Stool",$54.99,157
2512,"Portland Orange Storage Bench",$194.99,140
2513,"Japanese carmine Ottoman",$92.99,191
2514,"Winter Sky Headboard",$222.99,210
2515,"Stil de grain yellow Crib",$289,192
2516,"British racing green Sectional","$1,039.99",227
2517,"Picotee blue Loveseat",$669.99,58
2518,"Pine tree Wardrobe",$719.99,137
2519,"Burnt sienna End Table",$99.99,188
2520,"Pear Stool",$54.99,131
2521,"Magenta haze Ottoman",$92.99,65
2522,"Languid lavender Wardrobe",$719.99,242
2523,"Medium violet-red Coffee Table",$222.95,245
2524,"Magic mint Plant Stand",$42.99,200
2525,"MSU green Bed",$389.99,189
2526,"Italian sky blue Loveseat",$669.99,215
2527,"Maya blue Plant Stand",$42.99,36
2528,"Earth yellow Coffee Table",$222.95,34
2529,"Fawn Sofa",$1249.99,163
2530,"Misty moss green Chaise Lounge",$235.99,226
2531,"Pale cerulean Sofa",$1249.99,214
2532,"Raspberry Sleeper Sofa","$1,279.99",246
2533,"Mint Crib",$289,102
2534,"Spring Frost Reclining Loveseat","$1,023.99",242
2535,"Celadon green Nightstand",$81.99,162
2536,"Opal Bed",$389.99,76
2537,"Upsdell red Sleeper Sofa","$1,279.99",203
2538,"Pink lavender Dining Table",$800,56
2539,"Black coral Stool",$54.99,165
2540,"Rosy brown Chaise Lounge",$235.99,172
2541,"Android green Reclining Loveseat","$1,023.99",31
2542,"Slate gray Nightstand",$81.99,108
2543,"Ultra red Storage Bench",$194.99,88
2544,"Light coral Sofa",$1249.99,193
2545,"Battleship grey Sofa",$1249.99,171
2546,"Orange Ottoman",$92.99,137
2547,"Sepia Stool",$54.99,54
2548,"Rose madder Dining Table",$800,80
2549,"Persian blue Chaise Lounge",$235.99,209
2550,"Livid blue Dresser",$599.99,161
2551,"Red-purple Chaise Lounge",$235.99,114
2552,"Coral Plant Stand",$42.99,221
2553,"Burnt umber Headboard",$222.99,236
2554,"Deep champagne Reclining Loveseat","$1,023.99",42
2555,"Yellow-green Ottoman",$92.99,94
2556,"Celadon green Reclining Loveseat","$1,023.99",227
2557,"Tropical rainforest Reclining Loveseat","$1,023.99",148
2558,"Eggplant Crib",$289,100
2559,"Cardinal Reclining Loveseat","$1,023.99",154
2560,"Rufous Bench",$114.99,244
2561,"Amazon green Plant Stand",$42.99,222
2562,"Turquoise Futon",$419.99,202
2563,"Vegas gold Dresser",$599.99,71
2564,"Saddle brown Sectional","$1,039.99",164
2565,"USAFA blue Plant Stand",$42.99,94
2566,"China rose Chaise Lounge",$235.99,49
2567,"Onyx Stool",$54.99,231
2568,"Dark sea green Sleeper Sofa","$1,279.99",204
2569,"Macaroni and Cheese Daybed",$711.99,203
2570,"Rose red Crib",$289,46
2571,"Vegas gold Plant Stand",$42.99,126
2572,"Amaranth pink Nightstand",$81.99,213
2573,"Green Sleeper Sofa","$1,279.99",127
2574,"Dark cyan Crib",$289,199
2575,"Mulberry Bed",$389.99,143
2576,"Little boy blue Crib",$289,166
2577,"Uranian blue Storage Bench",$194.99,118
2578,"Olive Drab Headboard",$222.99,149
2579,"Cerulean blue Plant Stand",$42.99,168
2580,"Lemon glacier Reclining Sofa","$1,119.99",202
2581,"Blast-off bronze Ottoman",$92.99,204
2582,"Safety orange Plant Stand",$42.99,159
2583,"Peach Stool",$54.99,31
2584,"Blue bell Futon",$419.99,236
2585,"Opera mauve Reclining Sofa","$1,119.99",213
2586,"Radical Red Dining Table",$800,238
2587,"Orange soda Sectional","$1,039.99",135
2588,"Pale spring bud Wardrobe",$719.99,221
2589,"Shiny Shamrock Dining Chair",$89.99,226
2590,"Dark blue-gray Plant Stand",$42.99,137
2591,"Raspberry rose Wardrobe",$719.99,141
2592,"Fluorescent blue Reclining Loveseat","$1,023.99",238
2593,"Mantis green Ottoman",$92.99,227
2594,"UP maroon Coffee Table",$222.95,203
2595,"Dark purple Reclining Loveseat","$1,023.99",116
2596,"Deep chestnut Storage Bench",$194.99,250
2597,"Cambridge blue Sleeper Sofa","$1,279.99",106
2598,"Mango Ottoman",$92.99,214
2599,"Light green Nightstand",$81.99,27
2600,"Golden brown Sofa",$1249.99,46
2601,"Maya blue Loveseat",$669.99,153
2602,"Cocoa brown Wardrobe",$719.99,141
2603,"Café noir Sectional","$1,039.99",187
2604,"Chinese red Stool",$54.99,219
2605,"Lincoln green Crib",$289,249
2606,"Mahogany Futon",$419.99,159
2607,"Cardinal Stool",$54.99,248
2608,"Chinese yellow Ottoman",$92.99,156
2609,"Neon blue Wardrobe",$719.99,41
2610,"Misty rose Coffee Table",$222.95,37
2611,"Spanish red Dining Chair",$89.99,81
2612,"Carolina blue Stool",$54.99,146
2613,"Middle green Crib",$289,244
2614,"Cadet blue Coffee Table",$222.95,178
2615,"Jade Nightstand",$81.99,147
2616,"Dark moss green Storage Bench",$194.99,114
2617,"Dutch white Reclining Sofa","$1,119.99",239
2618,"Middle green Bed",$389.99,231
2619,"Electric blue Ottoman",$92.99,111
2620,"Forest green Reclining Sofa","$1,119.99",123
2621,"Quick Silver Chaise Lounge",$235.99,103
2622,"Old rose Crib",$289,133
2623,"Radical Red Chaise Lounge",$235.99,55
2624,"UA red Sectional","$1,039.99",167
2625,"China pink Storage Bench",$194.99,224
2626,"Dim gray Sofa",$1249.99,156
2627,"Pictorial carmine Nightstand",$81.99,83
2628,"Pacific blue Ottoman",$92.99,200
2629,"Sizzling Sunrise yellow Wardrobe",$719.99,48
2630,"Davy's grey Sleeper Sofa","$1,279.99",43
2631,"Sand Reclining Loveseat","$1,023.99",82
2632,"Maximum blue purple Wardrobe",$719.99,63
2633,"Dark brown Reclining Sofa","$1,119.99",125
2634,"Battleship grey Chaise Lounge",$235.99,204
2635,"Desert sand Loveseat",$669.99,238
2636,"New York pink Sectional","$1,039.99",123
2637,"Vivid sky blue Crib",$289,141
2638,"Baby powder blue Nightstand",$81.99,123
2639,"Blue jeans Futon",$419.99,166
2640,"Dark cornflower blue Storage Bench",$194.99,219
2641,"Red-purple Dining Chair",$89.99,209
2642,"Rose Pompadour Wardrobe",$719.99,203
2643,"Resolution blue Reclining Sofa","$1,119.99",185
2644,"Cambridge blue Stool",$54.99,91
2645,"Yale Blue Dresser",$599.99,112
2646,"Mango Wardrobe",$719.99,91
2647,"Twilight lavender Headboard",$222.99,232
2648,"Salmon pink Plant Stand",$42.99,136
2649,"Dutch white End Table",$99.99,37
2650,"Blue bell Reclining Loveseat","$1,023.99",51
2651,"Amaranth purple Stool",$54.99,121
2652,"Wood brown Chaise Lounge",$235.99,38
2653,"Field drab Daybed",$711.99,208
2654,"Arctic lime Bed",$389.99,221
2655,"Maximum purple Nightstand",$81.99,235
2656,"Dark blue-gray Loveseat",$669.99,226
2657,"Pale cerulean Bed",$389.99,64
2658,"Psychedelic purple Dining Table",$800,104
2659,"Dark electric blue Headboard",$222.99,115
2660,"Radical Red Reclining Sofa","$1,119.99",60
2661,"Straw Plant Stand",$42.99,116
2662,"Wild Strawberry Reclining Loveseat","$1,023.99",154
2663,"Light steel blue Chaise Lounge",$235.99,111
2664,"Pale silver Bench",$114.99,84
2665,"Ruby red Crib",$289,213
2666,"Light orange Plant Stand",$42.99,137
2667,"Silver Sectional","$1,039.99",100
2668,"Cream Stool",$54.99,120
2669,"Moss green Futon",$419.99,75
2670,"Field drab Bench",$114.99,221
2671,"Brick red Wardrobe",$719.99,173
2672,"Midnight green Dresser",$599.99,171
2673,"Tan Stool",$54.99,87
2674,"Silver pink Coffee Table",$222.95,139
2675,"Pale purple Chaise Lounge",$235.99,128
2676,"Cedar Chest Storage Bench",$194.99,131
2677,"Antique ruby Headboard",$222.99,30
2678,"Caribbean green Crib",$289,64
2679,"Medium orchid Crib",$289,97
2680,"B'dazzled blue Bed",$389.99,208
2681,"Indigo dye Dining Table",$800,170
2682,"Dark sea green Daybed",$711.99,245
2683,"Opal Dining Chair",$89.99,44
2684,"United Nations blue Bench",$114.99,232
2685,"Dark blue-gray Bench",$114.99,143
2686,"Ocean green Sectional","$1,039.99",42
2687,"Medium slate blue Nightstand",$81.99,126
2688,"Violet-red Loveseat",$669.99,121
2689,"Electric green Daybed",$711.99,91
2690,"Burnished brown Storage Bench",$194.99,55
2691,"Baker-Miller pink Plant Stand",$42.99,217
2692,"Espresso Reclining Sofa","$1,119.99",120
2693,"Prussian blue Sectional","$1,039.99",199
2694,"Satin sheen gold Loveseat",$669.99,107
2695,"Eggplant Dining Table",$800,117
2696,"Dartmouth green Coffee Table",$222.95,84
2697,"Solid pink End Table",$99.99,228
2698,"Lemon curry Sofa",$1249.99,76
2699,"Medium sea green Reclining Sofa","$1,119.99",207
2700,"Sapphire Loveseat",$669.99,126
2701,"Rifle green Storage Bench",$194.99,146
2702,"Italian sky blue Sleeper Sofa","$1,279.99",141
2703,"Black coral Daybed",$711.99,236
2704,"Ultra red Sleeper Sofa","$1,279.99",227
2705,"Thulian pink Dresser",$599.99,206
2706,"Saddle brown Bed",$389.99,178
2707,"Metallic Sunburst Reclining Loveseat","$1,023.99",121
2708,"Ivory Crib",$289,207
2709,"Pale aqua Storage Bench",$194.99,154
2710,"Orchid pink Coffee Table",$222.95,83
2711,"Green Sheen Reclining Loveseat","$1,023.99",165
2712,"Amethyst Daybed",$711.99,59
2713,"Tango pink Loveseat",$669.99,85
2714,"Shocking pink Reclining Loveseat","$1,023.99",209
2715,"Purple navy Headboard",$222.99,248
2716,"Burlywood Stool",$54.99,188
2717,"Viridian green Futon",$419.99,29
2718,"Silver pink Plant Stand",$42.99,200
2719,"Russet brown Storage Bench",$194.99,200
2720,"Orange peel Loveseat",$669.99,46
2721,"Burlywood Coffee Table",$222.95,115
2722,"Celadon blue Bed",$389.99,238
2723,"Maya blue Bench",$114.99,100
2724,"Sizzling Sunrise yellow Loveseat",$669.99,210
2725,"Fire opal Headboard",$222.99,194
2726,"Flame Sectional","$1,039.99",162
2727,"Mustard yellow Dining Table",$800,64
2728,"Pictorial carmine Bench",$114.99,34
2729,"Sand Daybed",$711.99,204
2730,"Vegas gold End Table",$99.99,117
2731,"English vermillion Bench",$114.99,172
2732,"Chocolate Cosmos Chaise Lounge",$235.99,237
2733,"Linen Dining Chair",$89.99,174
2734,"Pink Coffee Table",$222.95,224
2735,"Cosmic cobalt Coffee Table",$222.95,222
2736,"Orchid Coffee Table",$222.95,243
2737,"Heliotrope gray Sleeper Sofa","$1,279.99",155
2738,"Amazon green Sofa",$1249.99,126
2739,"Tango pink Stool",$54.99,200
2740,"Yellow Orange Reclining Sofa","$1,119.99",222
2741,"Lemon glacier Stool",$54.99,36
2742,"United Nations blue Ottoman",$92.99,204
2743,"Carrot orange Sofa",$1249.99,195
2744,"Denim blue Wardrobe",$719.99,227
2745,"Mode beige Chaise Lounge",$235.99,150
2746,"Cadmium orange Nightstand",$81.99,234
2747,"Bluetiful Bench",$114.99,151
2748,"Spanish gray Reclining Sofa","$1,119.99",186
2749,"Pullman Brown Futon",$419.99,131
2750,"OU Crimson red Plant Stand",$42.99,181
2751,"Iceberg Chaise Lounge",$235.99,149
2752,"Mauvelous Crib",$289,41
2753,"Rose ebony Storage Bench",$194.99,152
2754,"Lemon chiffon Bed",$389.99,214
2755,"English green Dining Chair",$89.99,128
2756,"Cosmic cobalt Sectional","$1,039.99",138
2757,"Antique fuchsia Reclining Sofa","$1,119.99",34
2758,"Mahogany Dining Table",$800,63
2759,"Dark pastel green Reclining Sofa","$1,119.99",172
2760,"Carnation pink Storage Bench",$194.99,87
2761,"Tyrian purple Nightstand",$81.99,242
2762,"Neon fuchsia Daybed",$711.99,77
2763,"Aero blue Storage Bench",$194.99,170
2764,"Bitter lemon Futon",$419.99,118
2765,"Eggplant Sleeper Sofa","$1,279.99",149
2766,"Lavender blue Bed",$389.99,102
2767,"Vivid burgundy Storage Bench",$194.99,161
2768,"Mulberry Headboard",$222.99,164
2769,"Spanish pink Dresser",$599.99,160
2770,"Castleton green Chaise Lounge",$235.99,139
2771,"Strawberry Blonde Futon",$419.99,228
2772,"International orange Nightstand",$81.99,155
2773,"Nadeshiko pink Loveseat",$669.99,213
2774,"Steel Teal End Table",$99.99,243
2775,"Russet brown Ottoman",$92.99,190
2776,"Melon pink Reclining Sofa","$1,119.99",85
2777,"Yellow-green Ottoman",$92.99,219
2778,"Honolulu blue Reclining Loveseat","$1,023.99",189
2779,"Light periwinkle Chaise Lounge",$235.99,232
2780,"Dogwood rose Crib",$289,57
2781,"Pansy purple Dining Table",$800,72
2782,"Sky magenta Loveseat",$669.99,248
2783,"Lemon chiffon Headboard",$222.99,115
2784,"Paradise pink Plant Stand",$42.99,247
2785,"Sienna Plant Stand",$42.99,170
2786,"Ruby red Reclining Loveseat","$1,023.99",141
2787,"Blizzard blue Chaise Lounge",$235.99,207
2788,"Metallic Sunburst Sleeper Sofa","$1,279.99",170
2789,"Medium violet-red Storage Bench",$194.99,63
2790,"Sage green Dresser",$599.99,236
2791,"Middle blue Dining Table",$800,221
2792,"Ruby Storage Bench",$194.99,184
2793,"Prune Reclining Sofa","$1,119.99",229
2794,"Harvard Crimson Loveseat",$669.99,173
2795,"Dark magenta Sleeper Sofa","$1,279.99",212
2796,"Cosmic latte Headboard",$222.99,161
2797,"Spanish carmine Nightstand",$81.99,28
2798,"Neon green Futon",$419.99,206
2799,"Volt green Storage Bench",$194.99,120
2800,"Avocado Chaise Lounge",$235.99,57
2801,"Space cadet blue Daybed",$711.99,191
2802,"Razzmatazz Loveseat",$669.99,89
2803,"Dark green Plant Stand",$42.99,53
2804,"Dutch white Daybed",$711.99,180
2805,"Alabaster Daybed",$711.99,199
2806,"Burnt orange Dresser",$599.99,100
2807,"Portland Orange Dresser",$599.99,161
2808,"Telemagenta Dresser",$599.99,118
2809,"Minion yellow Daybed",$711.99,144
2810,"Wild blue yonder Coffee Table",$222.95,212
2811,"Tart Orange Storage Bench",$194.99,129
2812,"Wild blue yonder Crib",$289,113
2813,"Mint green Coffee Table",$222.95,198
2814,"Royal purple Sectional","$1,039.99",169
2815,"Blue Reclining Loveseat","$1,023.99",228
2816,"Phthalo green Crib",$289,116
2817,"Lavender Stool",$54.99,97
2818,"Powder blue Ottoman",$92.99,186
2819,"Lemon Stool",$54.99,168
2820,"Bittersweet shimmer Sleeper Sofa","$1,279.99",76
2821,"Goldenrod Dining Table",$800,175
2822,"Pale silver Bed",$389.99,70
2823,"Pink Sleeper Sofa","$1,279.99",172
2824,"Slimy green Daybed",$711.99,181
2825,"Candy apple red Reclining Sofa","$1,119.99",235
2826,"Tiffany Blue Bed",$389.99,117
2827,"Princeton orange End Table",$99.99,163
2828,"Naples yellow Stool",$54.99,129
2829,"Medium slate blue Dining Chair",$89.99,82
2830,"Middle purple Wardrobe",$719.99,211
2831,"Deep chestnut Bed",$389.99,158
2832,"USAFA blue Storage Bench",$194.99,105
2833,"Burnt umber Coffee Table",$222.95,64
2834,"Steel blue Reclining Loveseat","$1,023.99",164
2835,"Copper Chaise Lounge",$235.99,186
2836,"Spanish gray Bed",$389.99,40
2837,"Phthalo blue Stool",$54.99,219
2838,"Light blue Coffee Table",$222.95,67
2839,"Dark lava Bench",$114.99,96
2840,"Laser lemon End Table",$99.99,187
2841,"Mystic maroon Headboard",$222.99,58
2842,"British racing green Dresser",$599.99,44
2843,"Solid pink Dining Table",$800,68
2844,"Maximum red purple Bench",$114.99,81
2845,"Baby powder blue Reclining Sofa","$1,119.99",107
2846,"Medium candy apple red Ottoman",$92.99,73
2847,"Melon pink Wardrobe",$719.99,150
2848,"Sepia Crib",$289,235
2849,"New York pink Crib",$289,132
2850,"Mauvelous Sofa",$1249.99,187
2851,"B'dazzled blue Stool",$54.99,125
2852,"Han blue Dining Chair",$89.99,211
2853,"Antique white Crib",$289,66
2854,"Green-cyan Coffee Table",$222.95,121
2855,"Deep sky blue Nightstand",$81.99,250
2856,"Plum Sectional","$1,039.99",73
2857,"Rebecca Purple Reclining Sofa","$1,119.99",123
2858,"Blush Reclining Loveseat","$1,023.99",207
2859,"French lilac Reclining Loveseat","$1,023.99",26
2860,"Golden brown Dining Table",$800,126
2861,"Vanilla Stool",$54.99,149
2862,"Mantis green Sofa",$1249.99,104
2863,"Barn red Loveseat",$669.99,42
2864,"Wood brown Wardrobe",$719.99,37
2865,"Baby blue Chaise Lounge",$235.99,229
2866,"Canary Crib",$289,151
2867,"Steel Teal Chaise Lounge",$235.99,223
2868,"Dark sea green Plant Stand",$42.99,161
2869,"African violet Wardrobe",$719.99,203
2870,"Deep taupe Stool",$54.99,217
2871,"Persian green Dining Table",$800,246
2872,"Vivid sky blue End Table",$99.99,183
2873,"Dark chocolate Coffee Table",$222.95,156
2874,"Rich black Reclining Sofa","$1,119.99",70
2875,"Sweet Brown Headboard",$222.99,54
2876,"Pale Dogwood Sleeper Sofa","$1,279.99",119
2877,"Russet brown Sofa",$1249.99,188
2878,"Burnished brown Sofa",$1249.99,119
2879,"Naples yellow Bed",$389.99,25
2880,"Neon Carrot Dresser",$599.99,117
2881,"Spanish sky blue Wardrobe",$719.99,36
2882,"Terra cotta Storage Bench",$194.99,159
2883,"Heliotrope gray Daybed",$711.99,213
2884,"Brunswick green Nightstand",$81.99,224
2885,"Rufous Chaise Lounge",$235.99,147
2886,"Titanium yellow Reclining Loveseat","$1,023.99",137
2887,"Peach Chaise Lounge",$235.99,193
2888,"Queen blue Headboard",$222.99,57
2889,"Electric blue Dining Table",$800,38
2890,"Papaya whip Bench",$114.99,103
2891,"Dark cyan Sleeper Sofa","$1,279.99",30
2892,"Spring bud Loveseat",$669.99,176
2893,"May green Dining Table",$800,101
2894,"Mellow yellow Sofa",$1249.99,135
2895,"Bleu de France Chaise Lounge",$235.99,147
2896,"Cadet blue Dresser",$599.99,216
2897,"Taupe gray Stool",$54.99,203
2898,"French beige Daybed",$711.99,194
2899,"Piggy pink Crib",$289,27
2900,"Bright lilac Dining Chair",$89.99,156
2901,"Firebrick Ottoman",$92.99,212
2902,"Dark violet Stool",$54.99,132
2903,"Chinese violet Dining Chair",$89.99,60
2904,"Carnation pink Daybed",$711.99,192
2905,"Strawberry Loveseat",$669.99,181
2906,"Process yellow Storage Bench",$194.99,91
2907,"Denim Nightstand",$81.99,96
2908,"Rojo Spanish red Plant Stand",$42.99,114
2909,"Corn Stool",$54.99,103
2910,"Titanium yellow Dresser",$599.99,97
2911,"USAFA blue Sectional","$1,039.99",31
2912,"Marigold Chaise Lounge",$235.99,31
2913,"Maximum purple End Table",$99.99,84
2914,"Medium turquoise Dining Table",$800,91
2915,"Coyote brown Ottoman",$92.99,78
2916,"Safety yellow Reclining Sofa","$1,119.99",231
2917,"Neon blue Dresser",$599.99,168
2918,"Gold Fusion Bed",$389.99,185
2919,"Lavender gray Daybed",$711.99,171
2920,"Mauve taupe Sofa",$1249.99,183
2921,"New York pink Reclining Sofa","$1,119.99",201
2922,"Dark sienna Dining Table",$800,102
2923,"Cinnabar Bench",$114.99,213
2924,"Ocean Blue Loveseat",$669.99,211
2925,"Amethyst Futon",$419.99,81
2926,"Papaya whip Daybed",$711.99,60
2927,"Heliotrope gray Storage Bench",$194.99,213
2928,"Ultramarine Loveseat",$669.99,175
2929,"Yellow Dining Chair",$89.99,112
2930,"Wine red Crib",$289,27
2931,"Lavender gray Dining Chair",$89.99,129
2932,"Steel blue Sleeper Sofa","$1,279.99",184
2933,"Pear Dining Chair",$89.99,214
2934,"Rufous Plant Stand",$42.99,51
2935,"French blue Wardrobe",$719.99,89
2936,"Sapphire blue Bench",$114.99,241
2937,"Lawn green Coffee Table",$222.95,120
2938,"Sepia Chaise Lounge",$235.99,171
2939,"Maya blue Crib",$289,169
2940,"Russian violet Loveseat",$669.99,156
2941,"Bright yellow Chaise Lounge",$235.99,198
2942,"Cadmium green Stool",$54.99,68
2943,"Cadmium green Reclining Sofa","$1,119.99",181
2944,"Dark lava Reclining Sofa","$1,119.99",171
2945,"Ming Loveseat",$669.99,93
2946,"Spanish viridian Crib",$289,127
2947,"Spanish red Stool",$54.99,145
2948,"Light orange Sleeper Sofa","$1,279.99",58
2949,"Bleu de France Loveseat",$669.99,169
2950,"Ebony Sleeper Sofa","$1,279.99",45
2951,"Alice blue Futon",$419.99,122
2952,"Pink Sherbet Bench",$114.99,169
2953,"Light cornflower blue Ottoman",$92.99,218
2954,"Rosy brown Nightstand",$81.99,54
2955,"Non-photo blue Dining Table",$800,109
2956,"Lemon curry End Table",$99.99,38
2957,"Windsor tan Headboard",$222.99,90
2958,"Coffee Bench",$114.99,176
2959,"Razzmatazz Ottoman",$92.99,109
2960,"Charleston green Crib",$289,169
2961,"Morning blue Sofa",$1249.99,219
2962,"Café au lait Ottoman",$92.99,127
2963,"French lilac Coffee Table",$222.95,137
2964,"Orchid Dining Chair",$89.99,209
2965,"Green-cyan Daybed",$711.99,56
2966,"Flax Coffee Table",$222.95,229
2967,"Pakistan green Dining Table",$800,190
2968,"KSU purple Wardrobe",$719.99,132
2969,"Flax Sectional","$1,039.99",56
2970,"Peach puff Storage Bench",$194.99,42
2971,"Cotton candy Dining Chair",$89.99,41
2972,"Burnished brown Reclining Loveseat","$1,023.99",144
2973,"Midnight blue Chaise Lounge",$235.99,216
2974,"Tiffany Blue Coffee Table",$222.95,93
2975,"Coyote brown Daybed",$711.99,85
2976,"Wine dregs maroon Wardrobe",$719.99,215
2977,"China pink Ottoman",$92.99,154
2978,"Old lavender Chaise Lounge",$235.99,216
2979,"Cool grey Storage Bench",$194.99,143
2980,"Palatinate purple Reclining Sofa","$1,119.99",113
2981,"Medium carmine Reclining Sofa","$1,119.99",79
2982,"Nadeshiko pink Daybed",$711.99,123
2983,"Middle yellow Sleeper Sofa","$1,279.99",98
2984,"Kelly green Dining Chair",$89.99,244
2985,"Vivid tangerine Dining Table",$800,36
2986,"Deep cerise Sectional","$1,039.99",191
2987,"English vermillion Coffee Table",$222.95,194
2988,"Pansy purple Crib",$289,146
2989,"Rusty red Wardrobe",$719.99,85
2990,"Lemon curry Dresser",$599.99,115
2991,"Orange-red Sleeper Sofa","$1,279.99",100
2992,"Maximum purple Crib",$289,158
2993,"Pale Dogwood Loveseat",$669.99,33
2994,"Light French beige Dining Table",$800,40
2995,"Teal Dining Chair",$89.99,217
2996,"Lemon yellow Daybed",$711.99,173
2997,"Light slate gray Plant Stand",$42.99,197
2998,"Quinacridone magenta Dining Chair",$89.99,127
2999,"Earth yellow Stool",$54.99,31
3000,"Wheat gold Dresser",$599.99,245
3001,"Desert sand Wardrobe",$719.99,202
3002,"Phthalo green Chaise Lounge",$235.99,104
3003,"Han blue Sofa",$1249.99,184
3004,"Artichoke Plant Stand",$42.99,38
3005,"Old gold Headboard",$222.99,121
3006,"Sapphire Dining Chair",$89.99,205
3007,"UP maroon Stool",$54.99,88
3008,"Blue bell Crib",$289,226
3009,"Hot pink Sofa",$1249.99,123
3010,"Burlywood Plant Stand",$42.99,219
3011,"Mikado yellow Sectional","$1,039.99",158
3012,"Sea green Dining Chair",$89.99,154
3013,"Parchment Sofa",$1249.99,176
3014,"Light gray Sectional","$1,039.99",178
3015,"Tawny End Table",$99.99,109
3016,"Middle green Futon",$419.99,46
3017,"Orange peel Reclining Sofa","$1,119.99",216
3018,"Fire opal Reclining Loveseat","$1,023.99",146
3019,"Spring Frost Wardrobe",$719.99,47
3020,"Tomato red Chaise Lounge",$235.99,114
3021,"Rose bonbon Sofa",$1249.99,210
3022,"Deep cerise Futon",$419.99,90
3023,"Canary Sleeper Sofa","$1,279.99",133
3024,"Hot magenta Chaise Lounge",$235.99,62
3025,"Rose Pompadour Sofa",$1249.99,155
3026,"Peach puff Sectional","$1,039.99",169
3027,"Tuscan tan Dresser",$599.99,173
3028,"Hansa yellow Dresser",$599.99,231
3029,"Medium violet-red Sleeper Sofa","$1,279.99",151
3030,"Sage green Ottoman",$92.99,151
3031,"Powder blue Sectional","$1,039.99",55
3032,"Amber Dining Chair",$89.99,40
3033,"Pakistan green Futon",$419.99,39
3034,"Spring bud Coffee Table",$222.95,53
3035,"Steel Teal Nightstand",$81.99,180
3036,"Pink lace Ottoman",$92.99,247
3037,"OU Crimson red Sofa",$1249.99,123
3038,"Saddle brown Futon",$419.99,205
3039,"Vegas gold End Table",$99.99,41
3040,"Opera mauve Crib",$289,99
3041,"Red Daybed",$711.99,53
3042,"Alabaster Futon",$419.99,182
3043,"Cerulean Dining Chair",$89.99,164
3044,"Carrot orange Dining Chair",$89.99,232
3045,"Maximum purple Bed",$389.99,192
3046,"Picotee blue Stool",$54.99,41
3047,"Pansy purple Dresser",$599.99,37
3048,"Wintergreen Dream Wardrobe",$719.99,118
3049,"Dark pastel green Sleeper Sofa","$1,279.99",85
3050,"China rose Sofa",$1249.99,178
3051,"Antique bronze Stool",$54.99,88
3052,"Wisteria purple Loveseat",$669.99,202
3053,"Vivid burgundy Reclining Loveseat","$1,023.99",108
3054,"Hot pink Stool",$54.99,201
3055,"Cadet grey Sectional","$1,039.99",53
3056,"Telemagenta Daybed",$711.99,93
3057,"Platinum Daybed",$711.99,82
3058,"Coral pink Storage Bench",$194.99,222
3059,"Vivid violet Sectional","$1,039.99",206
3060,"Charcoal Reclining Loveseat","$1,023.99",123
3061,"Pink lace Ottoman",$92.99,181
3062,"Piggy pink Coffee Table",$222.95,196
3063,"Thistle grey Wardrobe",$719.99,130
3064,"Pictorial carmine Daybed",$711.99,94
3065,"Rose quartz Dining Chair",$89.99,122
3066,"Smoky black Headboard",$222.99,153
3067,"Electric indigo Reclining Sofa","$1,119.99",51
3068,"Cobalt blue Nightstand",$81.99,97
3069,"Sunray gold Dining Table",$800,237
3070,"Fluorescent blue Wardrobe",$719.99,247
3071,"Light slate gray Crib",$289,223
3072,"Harvard Crimson Daybed",$711.99,86
3073,"Onyx Storage Bench",$194.99,58
3074,"Cinnamon Satin Chaise Lounge",$235.99,65
3075,"Nadeshiko pink Stool",$54.99,148
3076,"Antique fuchsia Ottoman",$92.99,216
3077,"Flame Sofa",$1249.99,178
3078,"Spring Frost Stool",$54.99,85
3079,"Citrine Storage Bench",$194.99,194
3080,"Burnt umber Wardrobe",$719.99,181
3081,"Brick red End Table",$99.99,177
3082,"Jasmine Stool",$54.99,109
3083,"Antique bronze Ottoman",$92.99,183
3084,"Deep champagne Headboard",$222.99,25
3085,"Honolulu blue Sofa",$1249.99,242
3086,"MSU green Dresser",$599.99,154
3087,"Rich black Ottoman",$92.99,190
3088,"Brandy Storage Bench",$194.99,206
3089,"Pale pink Storage Bench",$194.99,228
3090,"Cardinal End Table",$99.99,181
3091,"UA blue Daybed",$711.99,25
3092,"Pumpkin Headboard",$222.99,221
3093,"Spanish orange Sofa",$1249.99,206
3094,"Japanese violet Plant Stand",$42.99,147
3095,"Pale pink Dining Table",$800,236
3096,"Pine tree Futon",$419.99,173
3097,"Fire engine red Nightstand",$81.99,142
3098,"Parchment Nightstand",$81.99,202
3099,"Aero blue Bed",$389.99,27
3100,"June bud Dining Chair",$89.99,98
3101,"Cerulean Reclining Sofa","$1,119.99",235
